Provincias	Grupos de edad	Periodo	Total
02 Albacete	De 25 a 29 años	2021	44,59
02 Albacete	De 25 a 29 años	2020	42,84
02 Albacete	De 25 a 29 años	2019	45,14
02 Albacete	De 25 a 29 años	2018	47,86
02 Albacete	De 25 a 29 años	2017	47,68
02 Albacete	De 25 a 29 años	2016	53,13
02 Albacete	De 25 a 29 años	2015	51,89
02 Albacete	De 25 a 29 años	2014	53,02
02 Albacete	De 25 a 29 años	2013	54,92
02 Albacete	De 25 a 29 años	2012	53,67
02 Albacete	De 25 a 29 años	2011	56,47
02 Albacete	De 25 a 29 años	2010	59,78
02 Albacete	De 25 a 29 años	2009	64,57
02 Albacete	De 25 a 29 años	2008	61,54
02 Albacete	De 25 a 29 años	2007	58,29
02 Albacete	De 25 a 29 años	2006	68,54
02 Albacete	De 25 a 29 años	2005	63,91
02 Albacete	De 25 a 29 años	2004	63,05
02 Albacete	De 25 a 29 años	2003	69,44
02 Albacete	De 25 a 29 años	2002	69,19
02 Albacete	De 25 a 29 años	2001	69,17
02 Albacete	De 25 a 29 años	2000	78
02 Albacete	De 25 a 29 años	1999	77,47
02 Albacete	De 25 a 29 años	1998	82,82
02 Albacete	De 25 a 29 años	1997	84,01
02 Albacete	De 25 a 29 años	1996	97,11
02 Albacete	De 25 a 29 años	1995	101,95
02 Albacete	De 25 a 29 años	1994	104,85
02 Albacete	De 25 a 29 años	1993	108,45
02 Albacete	De 25 a 29 años	1992	117,4
02 Albacete	De 25 a 29 años	1991	114,85
02 Albacete	De 25 a 29 años	1990	128,75
02 Albacete	De 25 a 29 años	1989	129,4
02 Albacete	De 25 a 29 años	1988	127,54
02 Albacete	De 25 a 29 años	1987	140,19
02 Albacete	De 25 a 29 años	1986	139,61
02 Albacete	De 25 a 29 años	1985	141,12
02 Albacete	De 25 a 29 años	1984	152,5
02 Albacete	De 25 a 29 años	1983	157,38
02 Albacete	De 25 a 29 años	1982	165,67
02 Albacete	De 25 a 29 años	1981	171,46
02 Albacete	De 25 a 29 años	1980	174,42
02 Albacete	De 25 a 29 años	1979	180,75
02 Albacete	De 25 a 29 años	1978	190,57
02 Albacete	De 25 a 29 años	1977	180,63
02 Albacete	De 25 a 29 años	1976	195,05
02 Albacete	De 25 a 29 años	1975	186,2
02 Albacete	De 30 a 34 años	2023	73,06
02 Albacete	De 30 a 34 años	2022	83,53
02 Albacete	De 30 a 34 años	2021	88,96
02 Albacete	De 30 a 34 años	2020	81,48
02 Albacete	De 30 a 34 años	2019	80,26
02 Albacete	De 30 a 34 años	2018	87,31
02 Albacete	De 30 a 34 años	2017	91,3
02 Albacete	De 30 a 34 años	2016	93,27
02 Albacete	De 30 a 34 años	2015	95,62
02 Albacete	De 30 a 34 años	2014	97,58
02 Albacete	De 30 a 34 años	2013	97,23
02 Albacete	De 30 a 34 años	2012	93,83
02 Albacete	De 30 a 34 años	2011	102,85
02 Albacete	De 30 a 34 años	2010	100,63
02 Albacete	De 30 a 34 años	2009	99,89
02 Albacete	De 30 a 34 años	2008	104,3
02 Albacete	De 30 a 34 años	2007	91,73
02 Albacete	De 30 a 34 años	2006	102,99
02 Albacete	De 30 a 34 años	2005	98,04
02 Albacete	De 30 a 34 años	2004	96,7
02 Albacete	De 30 a 34 años	2003	98,55
02 Albacete	De 30 a 34 años	2002	101,28
02 Albacete	De 30 a 34 años	2001	98,38
02 Albacete	De 30 a 34 años	2000	99,77
02 Albacete	De 30 a 34 años	1999	97,33
02 Albacete	De 30 a 34 años	1998	99,38
02 Albacete	De 30 a 34 años	1997	100,47
02 Albacete	De 30 a 34 años	1996	96,98
02 Albacete	De 30 a 34 años	1995	97,52
02 Albacete	De 30 a 34 años	1994	95,13
02 Albacete	De 30 a 34 años	1993	87,05
02 Albacete	De 30 a 34 años	1992	91,57
02 Albacete	De 30 a 34 años	1991	95,58
02 Albacete	De 30 a 34 años	1990	92,53
02 Albacete	De 30 a 34 años	1989	87,81
02 Albacete	De 30 a 34 años	1988	86,95
02 Albacete	De 30 a 34 años	1987	90,19
02 Albacete	De 30 a 34 años	1986	94,31
02 Albacete	De 30 a 34 años	1985	89,04
02 Albacete	De 30 a 34 años	1984	100,95
02 Albacete	De 30 a 34 años	1983	101,55
02 Albacete	De 30 a 34 años	1982	105,05
02 Albacete	De 30 a 34 años	1981	108,14
02 Albacete	De 30 a 34 años	1980	111,37
02 Albacete	De 30 a 34 años	1979	120,56
02 Albacete	De 30 a 34 años	1978	131,09
02 Albacete	De 30 a 34 años	1977	130,14
02 Albacete	De 30 a 34 años	1976	138,78
02 Albacete	De 30 a 34 años	1975	134,8
02 Albacete	De 35 a 39 años	2023	66,99
02 Albacete	De 35 a 39 años	2022	70,57
02 Albacete	De 35 a 39 años	2021	67,61
02 Albacete	De 35 a 39 años	2020	66,44
02 Albacete	De 35 a 39 años	2019	72,04
02 Albacete	De 35 a 39 años	2018	70,18
02 Albacete	De 35 a 39 años	2017	69,07
02 Albacete	De 35 a 39 años	2016	68,44
02 Albacete	De 35 a 39 años	2015	69,41
02 Albacete	De 35 a 39 años	2014	67,14
02 Albacete	De 35 a 39 años	2013	62,76
02 Albacete	De 35 a 39 años	2012	64,96
02 Albacete	De 35 a 39 años	2011	65,85
02 Albacete	De 35 a 39 años	2010	64,29
02 Albacete	De 35 a 39 años	2009	62,02
02 Albacete	De 35 a 39 años	2008	52,79
02 Albacete	De 35 a 39 años	2007	51,62
02 Albacete	De 35 a 39 años	2006	54,19
02 Albacete	De 35 a 39 años	2005	48,26
02 Albacete	De 35 a 39 años	2004	49,81
02 Albacete	De 35 a 39 años	2003	50,51
02 Albacete	De 35 a 39 años	2002	45,61
02 Albacete	De 35 a 39 años	2001	42,86
02 Albacete	De 35 a 39 años	2000	41,16
02 Albacete	De 35 a 39 años	1999	42,82
02 Albacete	De 35 a 39 años	1998	39,34
02 Albacete	De 35 a 39 años	1997	38,97
02 Albacete	De 35 a 39 años	1996	38,18
02 Albacete	De 35 a 39 años	1995	35,94
02 Albacete	De 35 a 39 años	1994	33,73
02 Albacete	De 35 a 39 años	1993	34,81
02 Albacete	De 35 a 39 años	1992	34,36
02 Albacete	De 35 a 39 años	1991	34,22
02 Albacete	De 35 a 39 años	1990	39,11
02 Albacete	De 35 a 39 años	1989	39,46
02 Albacete	De 35 a 39 años	1988	34,89
02 Albacete	De 35 a 39 años	1987	39,76
02 Albacete	De 35 a 39 años	1986	40,25
02 Albacete	De 35 a 39 años	1985	45,33
02 Albacete	De 35 a 39 años	1984	52,45
02 Albacete	De 35 a 39 años	1983	52,66
02 Albacete	De 35 a 39 años	1982	62,47
02 Albacete	De 35 a 39 años	1981	51,92
02 Albacete	De 35 a 39 años	1980	58,84
02 Albacete	De 35 a 39 años	1979	65,25
02 Albacete	De 35 a 39 años	1978	70,44
02 Albacete	De 35 a 39 años	1977	76,22
02 Albacete	De 35 a 39 años	1976	80,77
02 Albacete	De 35 a 39 años	1975	86,57
02 Albacete	De 40 a 44 años	2023	16,92
02 Albacete	De 40 a 44 años	2022	18,09
02 Albacete	De 40 a 44 años	2021	15,95
02 Albacete	De 40 a 44 años	2020	17,4
02 Albacete	De 40 a 44 años	2019	15,49
02 Albacete	De 40 a 44 años	2018	16,57
02 Albacete	De 40 a 44 años	2017	18,96
02 Albacete	De 40 a 44 años	2016	17,81
02 Albacete	De 40 a 44 años	2015	16,61
02 Albacete	De 40 a 44 años	2014	15,51
02 Albacete	De 40 a 44 años	2013	14,48
02 Albacete	De 40 a 44 años	2012	13,21
02 Albacete	De 40 a 44 años	2011	12,12
02 Albacete	De 40 a 44 años	2010	11,53
02 Albacete	De 40 a 44 años	2009	10,04
02 Albacete	De 40 a 44 años	2008	12
02 Albacete	De 40 a 44 años	2007	9,59
02 Albacete	De 40 a 44 años	2006	8,01
02 Albacete	De 40 a 44 años	2005	8,53
02 Albacete	De 40 a 44 años	2004	8,38
02 Albacete	De 40 a 44 años	2003	8,71
02 Albacete	De 40 a 44 años	2002	7,22
02 Albacete	De 40 a 44 años	2001	8,14
02 Albacete	De 40 a 44 años	2000	8,28
02 Albacete	De 40 a 44 años	1999	7,01
02 Albacete	De 40 a 44 años	1998	7,14
02 Albacete	De 40 a 44 años	1997	5,45
02 Albacete	De 40 a 44 años	1996	6,1
02 Albacete	De 40 a 44 años	1995	7,23
02 Albacete	De 40 a 44 años	1994	6,18
02 Albacete	De 40 a 44 años	1993	7,09
02 Albacete	De 40 a 44 años	1992	8,14
02 Albacete	De 40 a 44 años	1991	8,16
02 Albacete	De 40 a 44 años	1990	10,9
02 Albacete	De 40 a 44 años	1989	10,74
02 Albacete	De 40 a 44 años	1988	13,1
02 Albacete	De 40 a 44 años	1987	13,12
02 Albacete	De 40 a 44 años	1986	13,63
02 Albacete	De 40 a 44 años	1985	11,8
02 Albacete	De 40 a 44 años	1984	16,09
02 Albacete	De 40 a 44 años	1983	19,46
02 Albacete	De 40 a 44 años	1982	21,14
02 Albacete	De 40 a 44 años	1981	20,76
02 Albacete	De 40 a 44 años	1980	22,05
02 Albacete	De 40 a 44 años	1979	23,65
02 Albacete	De 40 a 44 años	1978	28,11
02 Albacete	De 40 a 44 años	1977	31,16
02 Albacete	De 40 a 44 años	1976	32,81
02 Albacete	De 40 a 44 años	1975	34,27
02 Albacete	De 45 a 49 años	2023	0,98
02 Albacete	De 45 a 49 años	2022	1,9
02 Albacete	De 45 a 49 años	2021	1,39
02 Albacete	De 45 a 49 años	2020	1,13
02 Albacete	De 45 a 49 años	2019	1,2
02 Albacete	De 45 a 49 años	2018	1,32
02 Albacete	De 45 a 49 años	2017	0,78
02 Albacete	De 45 a 49 años	2016	1,23
02 Albacete	De 45 a 49 años	2015	0,9
02 Albacete	De 45 a 49 años	2014	1,41
02 Albacete	De 45 a 49 años	2013	0,7
02 Albacete	De 45 a 49 años	2012	1,02
02 Albacete	De 45 a 49 años	2011	0,71
02 Albacete	De 45 a 49 años	2010	0,93
02 Albacete	De 45 a 49 años	2009	1,09
02 Albacete	De 45 a 49 años	2008	0,99
02 Albacete	De 45 a 49 años	2007	0,22
02 Albacete	De 45 a 49 años	2006	1,15
02 Albacete	De 45 a 49 años	2005	0,57
02 Albacete	De 45 a 49 años	2004	0,26
02 Albacete	De 45 a 49 años	2003	0,09
02 Albacete	De 45 a 49 años	2002	0,29
02 Albacete	De 45 a 49 años	2001	0,4
02 Albacete	De 45 a 49 años	2000	0,21
02 Albacete	De 45 a 49 años	1999	0,11
02 Albacete	De 45 a 49 años	1998	0,43
02 Albacete	De 45 a 49 años	1997	0,22
02 Albacete	De 45 a 49 años	1996	0,99
02 Albacete	De 45 a 49 años	1995	0,56
02 Albacete	De 45 a 49 años	1994	0,89
02 Albacete	De 45 a 49 años	1993	0,11
02 Albacete	De 45 a 49 años	1992	0,7
02 Albacete	De 45 a 49 años	1991	0,95
02 Albacete	De 45 a 49 años	1990	0,81
02 Albacete	De 45 a 49 años	1989	0,47
02 Albacete	De 45 a 49 años	1988	0,61
02 Albacete	De 45 a 49 años	1987	1,44
02 Albacete	De 45 a 49 años	1986	1,02
02 Albacete	De 45 a 49 años	1985	1,69
02 Albacete	De 45 a 49 años	1984	1,09
02 Albacete	De 45 a 49 años	1983	1,93
02 Albacete	De 45 a 49 años	1982	1,67
02 Albacete	De 45 a 49 años	1981	1,55
02 Albacete	De 45 a 49 años	1980	1,78
02 Albacete	De 45 a 49 años	1979	2,26
02 Albacete	De 45 a 49 años	1978	1,97
02 Albacete	De 45 a 49 años	1977	2,04
02 Albacete	De 45 a 49 años	1976	3,36
02 Albacete	De 45 a 49 años	1975	3,35
02 Albacete	50 y más años	2023	0,33
02 Albacete	50 y más años	2022	0,34
02 Albacete	50 y más años	2021	0,67
02 Albacete	50 y más años	2020	0,64
02 Albacete	50 y más años	2019	0
02 Albacete	50 y más años	2018	0
02 Albacete	50 y más años	2017	0
02 Albacete	50 y más años	2016	0
02 Albacete	50 y más años	2015	0
02 Albacete	50 y más años	2014	0
02 Albacete	50 y más años	2013	0,33
02 Albacete	50 y más años	2012	0,35
02 Albacete	50 y más años	2011	0
02 Albacete	50 y más años	2010	0,72
02 Albacete	50 y más años	2009	0
02 Albacete	50 y más años	2008	0,78
02 Albacete	50 y más años	2007	0,43
02 Albacete	50 y más años	2006	0,47
02 Albacete	50 y más años	2005	0
02 Albacete	50 y más años	2004	0
02 Albacete	50 y más años	2003	0
02 Albacete	50 y más años	2002	0
02 Albacete	50 y más años	2001	0,55
02 Albacete	50 y más años	2000	0
02 Albacete	50 y más años	1999	0
02 Albacete	50 y más años	1998	0
02 Albacete	50 y más años	1997	0
02 Albacete	50 y más años	1996	0
02 Albacete	50 y más años	1995	0
02 Albacete	50 y más años	1994	0
02 Albacete	50 y más años	1993	0
02 Albacete	50 y más años	1992	1,29
02 Albacete	50 y más años	1991	0,54
02 Albacete	50 y más años	1990	0
02 Albacete	50 y más años	1989	0,71
02 Albacete	50 y más años	1988	0
02 Albacete	50 y más años	1987	0
02 Albacete	50 y más años	1986	1,51
02 Albacete	50 y más años	1985	1,01
02 Albacete	50 y más años	1984	1,42
02 Albacete	50 y más años	1983	0,48
02 Albacete	50 y más años	1982	0
02 Albacete	50 y más años	1981	1,32
02 Albacete	50 y más años	1980	1,74
02 Albacete	50 y más años	1979	0
02 Albacete	50 y más años	1978	0,92
02 Albacete	50 y más años	1977	0,97
02 Albacete	50 y más años	1976	0
02 Albacete	50 y más años	1975	0
03 Alicante/Alacant	De 10 a 14 años	2023	0,02
03 Alicante/Alacant	De 10 a 14 años	2022	0,08
03 Alicante/Alacant	De 10 a 14 años	2021	0,1
03 Alicante/Alacant	De 10 a 14 años	2020	0,02
03 Alicante/Alacant	De 10 a 14 años	2019	0,04
03 Alicante/Alacant	De 10 a 14 años	2018	0,1
03 Alicante/Alacant	De 10 a 14 años	2017	0,11
03 Alicante/Alacant	De 10 a 14 años	2016	0,13
03 Alicante/Alacant	De 10 a 14 años	2015	0,11
03 Alicante/Alacant	De 10 a 14 años	2014	0,23
03 Alicante/Alacant	De 10 a 14 años	2013	0,14
03 Alicante/Alacant	De 10 a 14 años	2012	0,12
03 Alicante/Alacant	De 10 a 14 años	2011	0,16
03 Alicante/Alacant	De 10 a 14 años	2010	0,26
03 Alicante/Alacant	De 10 a 14 años	2009	0,09
03 Alicante/Alacant	De 10 a 14 años	2008	0,19
03 Alicante/Alacant	De 10 a 14 años	2007	0,24
03 Alicante/Alacant	De 10 a 14 años	2006	0,29
03 Alicante/Alacant	De 10 a 14 años	2005	0,24
03 Alicante/Alacant	De 10 a 14 años	2004	0,05
03 Alicante/Alacant	De 10 a 14 años	2003	0,3
03 Alicante/Alacant	De 10 a 14 años	2002	0,2
03 Alicante/Alacant	De 10 a 14 años	2001	0,03
03 Alicante/Alacant	De 10 a 14 años	2000	0,1
03 Alicante/Alacant	De 10 a 14 años	1999	0,07
03 Alicante/Alacant	De 10 a 14 años	1998	0,05
03 Alicante/Alacant	De 10 a 14 años	1997	0,09
03 Alicante/Alacant	De 10 a 14 años	1996	0,05
03 Alicante/Alacant	De 10 a 14 años	1995	0,15
03 Alicante/Alacant	De 10 a 14 años	1994	0,1
03 Alicante/Alacant	De 10 a 14 años	1993	0,1
03 Alicante/Alacant	De 10 a 14 años	1992	0,21
03 Alicante/Alacant	De 10 a 14 años	1991	0,11
03 Alicante/Alacant	De 10 a 14 años	1990	0,07
03 Alicante/Alacant	De 10 a 14 años	1989	0,11
03 Alicante/Alacant	De 10 a 14 años	1988	0,13
03 Alicante/Alacant	De 10 a 14 años	1987	0,11
03 Alicante/Alacant	De 10 a 14 años	1986	0,11
03 Alicante/Alacant	De 10 a 14 años	1985	0,19
03 Alicante/Alacant	De 10 a 14 años	1984	0,27
03 Alicante/Alacant	De 10 a 14 años	1983	0,25
03 Alicante/Alacant	De 10 a 14 años	1982	0,18
03 Alicante/Alacant	De 10 a 14 años	1981	0,28
03 Alicante/Alacant	De 10 a 14 años	1980	0,14
03 Alicante/Alacant	De 10 a 14 años	1979	0,14
03 Alicante/Alacant	De 10 a 14 años	1978	0,36
03 Alicante/Alacant	De 10 a 14 años	1977	0,43
03 Alicante/Alacant	De 10 a 14 años	1976	0,21
03 Alicante/Alacant	De 10 a 14 años	1975	0,13
03 Alicante/Alacant	De 15 a 19 años	2023	5,7
03 Alicante/Alacant	De 15 a 19 años	2022	5,46
03 Alicante/Alacant	De 15 a 19 años	2021	5,37
03 Alicante/Alacant	De 15 a 19 años	2020	5,82
03 Alicante/Alacant	De 15 a 19 años	2019	6,83
03 Alicante/Alacant	De 15 a 19 años	2018	7,39
03 Alicante/Alacant	De 15 a 19 años	2017	8,3
03 Alicante/Alacant	De 15 a 19 años	2016	8,56
03 Alicante/Alacant	De 15 a 19 años	2015	9,24
03 Alicante/Alacant	De 15 a 19 años	2014	9,03
03 Alicante/Alacant	De 15 a 19 años	2013	10,04
03 Alicante/Alacant	De 15 a 19 años	2012	9,04
03 Alicante/Alacant	De 15 a 19 años	2011	10,09
03 Alicante/Alacant	De 15 a 19 años	2010	11,78
03 Alicante/Alacant	De 15 a 19 años	2009	12,75
03 Alicante/Alacant	De 15 a 19 años	2008	14,47
03 Alicante/Alacant	De 15 a 19 años	2007	14,29
03 Alicante/Alacant	De 15 a 19 años	2006	13,21
03 Alicante/Alacant	De 15 a 19 años	2005	13,88
03 Alicante/Alacant	De 15 a 19 años	2004	12,58
03 Alicante/Alacant	De 15 a 19 años	2003	12,01
03 Alicante/Alacant	De 15 a 19 años	2002	11,06
03 Alicante/Alacant	De 15 a 19 años	2001	10,78
03 Alicante/Alacant	De 15 a 19 años	2000	9,63
03 Alicante/Alacant	De 15 a 19 años	1999	7,98
03 Alicante/Alacant	De 15 a 19 años	1998	7,99
03 Alicante/Alacant	De 15 a 19 años	1997	7,31
03 Alicante/Alacant	De 15 a 19 años	1996	7,95
03 Alicante/Alacant	De 15 a 19 años	1995	7,56
03 Alicante/Alacant	De 15 a 19 años	1994	8,8
03 Alicante/Alacant	De 15 a 19 años	1993	8,24
03 Alicante/Alacant	De 15 a 19 años	1992	10,29
03 Alicante/Alacant	De 15 a 19 años	1991	11,12
03 Alicante/Alacant	De 15 a 19 años	1990	12,26
03 Alicante/Alacant	De 15 a 19 años	1989	12,82
03 Alicante/Alacant	De 15 a 19 años	1988	15,48
03 Alicante/Alacant	De 15 a 19 años	1987	15,89
03 Alicante/Alacant	De 15 a 19 años	1986	16,87
03 Alicante/Alacant	De 15 a 19 años	1985	18,17
03 Alicante/Alacant	De 15 a 19 años	1984	17,93
03 Alicante/Alacant	De 15 a 19 años	1983	18,53
03 Alicante/Alacant	De 15 a 19 años	1982	20,07
03 Alicante/Alacant	De 15 a 19 años	1981	21,17
03 Alicante/Alacant	De 15 a 19 años	1980	24,94
03 Alicante/Alacant	De 15 a 19 años	1979	24,23
03 Alicante/Alacant	De 15 a 19 años	1978	25,85
03 Alicante/Alacant	De 15 a 19 años	1977	26,35
03 Alicante/Alacant	De 15 a 19 años	1976	22,66
03 Alicante/Alacant	De 15 a 19 años	1975	21,39
03 Alicante/Alacant	De 20 a 24 años	2023	24,15
03 Alicante/Alacant	De 20 a 24 años	2022	24,55
03 Alicante/Alacant	De 20 a 24 años	2021	23,45
03 Alicante/Alacant	De 20 a 24 años	2020	26,82
03 Alicante/Alacant	De 20 a 24 años	2019	26,51
03 Alicante/Alacant	De 20 a 24 años	2018	27,28
03 Alicante/Alacant	De 20 a 24 años	2017	30,27
03 Alicante/Alacant	De 20 a 24 años	2016	26,94
03 Alicante/Alacant	De 20 a 24 años	2015	27,32
03 Alicante/Alacant	De 20 a 24 años	2014	28,39
03 Alicante/Alacant	De 20 a 24 años	2013	28,34
03 Alicante/Alacant	De 20 a 24 años	2012	29,13
03 Alicante/Alacant	De 20 a 24 años	2011	29,66
03 Alicante/Alacant	De 20 a 24 años	2010	35,18
03 Alicante/Alacant	De 20 a 24 años	2009	36,3
03 Alicante/Alacant	De 20 a 24 años	2008	41,79
03 Alicante/Alacant	De 20 a 24 años	2007	37,99
03 Alicante/Alacant	De 20 a 24 años	2006	35,44
03 Alicante/Alacant	De 20 a 24 años	2005	35,07
03 Alicante/Alacant	De 20 a 24 años	2004	33,27
03 Alicante/Alacant	De 20 a 24 años	2003	33,02
03 Alicante/Alacant	De 20 a 24 años	2002	31,67
03 Alicante/Alacant	De 20 a 24 años	2001	29,88
03 Alicante/Alacant	De 20 a 24 años	2000	26,78
03 Alicante/Alacant	De 20 a 24 años	1999	26,03
03 Alicante/Alacant	De 20 a 24 años	1998	23,44
03 Alicante/Alacant	De 20 a 24 años	1997	23,85
03 Alicante/Alacant	De 20 a 24 años	1996	25,29
03 Alicante/Alacant	De 20 a 24 años	1995	28,86
03 Alicante/Alacant	De 20 a 24 años	1994	32,93
03 Alicante/Alacant	De 20 a 24 años	1993	38,58
03 Alicante/Alacant	De 20 a 24 años	1992	41,78
03 Alicante/Alacant	De 20 a 24 años	1991	48,57
03 Alicante/Alacant	De 20 a 24 años	1990	55,95
03 Alicante/Alacant	De 20 a 24 años	1989	58,27
03 Alicante/Alacant	De 20 a 24 años	1988	64,64
03 Alicante/Alacant	De 20 a 24 años	1987	67,37
03 Alicante/Alacant	De 20 a 24 años	1986	69,27
03 Alicante/Alacant	De 20 a 24 años	1985	75,82
03 Alicante/Alacant	De 20 a 24 años	1984	84,05
03 Alicante/Alacant	De 20 a 24 años	1983	93,61
03 Alicante/Alacant	De 20 a 24 años	1982	109,4
03 Alicante/Alacant	De 20 a 24 años	1981	122,56
03 Alicante/Alacant	De 20 a 24 años	1980	131,17
03 Alicante/Alacant	De 20 a 24 años	1979	138,45
03 Alicante/Alacant	De 20 a 24 años	1978	150,34
03 Alicante/Alacant	De 20 a 24 años	1977	152,37
03 Alicante/Alacant	De 20 a 24 años	1976	164,15
03 Alicante/Alacant	De 20 a 24 años	1975	151,46
03 Alicante/Alacant	De 25 a 29 años	2023	47,75
03 Alicante/Alacant	De 25 a 29 años	2022	51,03
03 Alicante/Alacant	De 25 a 29 años	2021	50,68
03 Alicante/Alacant	De 25 a 29 años	2020	52,41
03 Alicante/Alacant	De 25 a 29 años	2019	54,57
03 Alicante/Alacant	De 25 a 29 años	2018	54,95
03 Alicante/Alacant	De 25 a 29 años	2017	60,6
03 Alicante/Alacant	De 25 a 29 años	2016	59,79
03 Alicante/Alacant	De 25 a 29 años	2015	58,14
03 Alicante/Alacant	De 25 a 29 años	2014	58,56
03 Alicante/Alacant	De 25 a 29 años	2013	60,44
03 Alicante/Alacant	De 25 a 29 años	2012	60,34
03 Alicante/Alacant	De 25 a 29 años	2011	61,9
03 Alicante/Alacant	De 25 a 29 años	2010	67,06
03 Alicante/Alacant	De 25 a 29 años	2009	65,82
03 Alicante/Alacant	De 25 a 29 años	2008	71,44
03 Alicante/Alacant	De 25 a 29 años	2007	72,41
03 Alicante/Alacant	De 25 a 29 años	2006	72,04
03 Alicante/Alacant	De 25 a 29 años	2005	69,78
03 Alicante/Alacant	De 25 a 29 años	2004	74,81
