Sexo	Comunidades y Ciudades Autónomas	Nivel de formación alcanzado	Periodo	Total
Ambos sexos	01 Andalucía	Total	2022T1	100
Ambos sexos	01 Andalucía	Total	2021T4	100
Ambos sexos	01 Andalucía	Total	2021T3	100
Ambos sexos	01 Andalucía	Total	2021T2	100
Ambos sexos	01 Andalucía	Total	2021T1	100
Ambos sexos	01 Andalucía	Total	2020T4	100
Ambos sexos	01 Andalucía	Total	2020T3	100
Ambos sexos	01 Andalucía	Total	2020T2	100
Ambos sexos	01 Andalucía	Total	2020T1	100
Ambos sexos	01 Andalucía	Total	2019T4	100
Ambos sexos	01 Andalucía	Total	2019T3	100
Ambos sexos	01 Andalucía	Total	2019T2	100
Ambos sexos	01 Andalucía	Total	2019T1	100
Ambos sexos	01 Andalucía	Total	2018T4	100
Ambos sexos	01 Andalucía	Total	2018T3	100
Ambos sexos	01 Andalucía	Total	2018T2	100
Ambos sexos	01 Andalucía	Total	2018T1	100
Ambos sexos	01 Andalucía	Total	2017T4	100
Ambos sexos	01 Andalucía	Total	2017T3	100
Ambos sexos	01 Andalucía	Total	2017T2	100
Ambos sexos	01 Andalucía	Total	2017T1	100
Ambos sexos	01 Andalucía	Total	2016T4	100
Ambos sexos	01 Andalucía	Total	2016T3	100
Ambos sexos	01 Andalucía	Total	2016T2	100
Ambos sexos	01 Andalucía	Total	2016T1	100
Ambos sexos	01 Andalucía	Total	2015T4	100
Ambos sexos	01 Andalucía	Total	2015T3	100
Ambos sexos	01 Andalucía	Total	2015T2	100
Ambos sexos	01 Andalucía	Total	2015T1	100
Ambos sexos	01 Andalucía	Total	2014T4	100
Ambos sexos	01 Andalucía	Total	2014T3	100
Ambos sexos	01 Andalucía	Total	2014T2	100
Ambos sexos	01 Andalucía	Total	2014T1	100
Ambos sexos	01 Andalucía	Analfabetos	2025T1	1,9
Ambos sexos	01 Andalucía	Analfabetos	2024T4	1,8
Ambos sexos	01 Andalucía	Analfabetos	2024T3	1,8
Ambos sexos	01 Andalucía	Analfabetos	2024T2	2
Ambos sexos	01 Andalucía	Analfabetos	2024T1	2,1
Ambos sexos	01 Andalucía	Analfabetos	2023T4	2,1
Ambos sexos	01 Andalucía	Analfabetos	2023T3	2
Ambos sexos	01 Andalucía	Analfabetos	2023T2	2,2
Ambos sexos	01 Andalucía	Analfabetos	2023T1	2,1
Ambos sexos	01 Andalucía	Analfabetos	2022T4	2,3
Ambos sexos	01 Andalucía	Analfabetos	2022T3	2,3
Ambos sexos	01 Andalucía	Analfabetos	2022T2	2,4
Ambos sexos	01 Andalucía	Analfabetos	2022T1	2,5
Ambos sexos	01 Andalucía	Analfabetos	2021T4	2,5
Ambos sexos	01 Andalucía	Analfabetos	2021T3	2,4
Ambos sexos	01 Andalucía	Analfabetos	2021T2	2,4
Ambos sexos	01 Andalucía	Analfabetos	2021T1	2,5
Ambos sexos	01 Andalucía	Analfabetos	2020T4	2,6
Ambos sexos	01 Andalucía	Analfabetos	2020T3	2,3
Ambos sexos	01 Andalucía	Analfabetos	2020T2	2,5
Ambos sexos	01 Andalucía	Analfabetos	2020T1	2,7
Ambos sexos	01 Andalucía	Analfabetos	2019T4	2,5
Ambos sexos	01 Andalucía	Analfabetos	2019T3	2,6
Ambos sexos	01 Andalucía	Analfabetos	2019T2	2,6
Ambos sexos	01 Andalucía	Analfabetos	2019T1	2,6
Ambos sexos	01 Andalucía	Analfabetos	2018T4	2,6
Ambos sexos	01 Andalucía	Analfabetos	2018T3	2,8
Ambos sexos	01 Andalucía	Analfabetos	2018T2	2,8
Ambos sexos	01 Andalucía	Analfabetos	2018T1	2,9
Ambos sexos	01 Andalucía	Analfabetos	2017T4	3
Ambos sexos	01 Andalucía	Analfabetos	2017T3	3,1
Ambos sexos	01 Andalucía	Analfabetos	2017T2	3,2
Ambos sexos	01 Andalucía	Analfabetos	2017T1	3,1
Ambos sexos	01 Andalucía	Analfabetos	2016T4	3,1
Ambos sexos	01 Andalucía	Analfabetos	2016T3	3,1
Ambos sexos	01 Andalucía	Analfabetos	2016T2	3,2
Ambos sexos	01 Andalucía	Analfabetos	2016T1	3,4
Ambos sexos	01 Andalucía	Analfabetos	2015T4	3,4
Ambos sexos	01 Andalucía	Analfabetos	2015T3	3,4
Ambos sexos	01 Andalucía	Analfabetos	2015T2	3,6
Ambos sexos	01 Andalucía	Analfabetos	2015T1	3,7
Ambos sexos	01 Andalucía	Analfabetos	2014T4	3,8
Ambos sexos	01 Andalucía	Analfabetos	2014T3	3,8
Ambos sexos	01 Andalucía	Analfabetos	2014T2	3,9
Ambos sexos	01 Andalucía	Analfabetos	2014T1	3,6
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2025T1	6,2
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2024T4	6,1
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2024T3	6,2
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2024T2	6,3
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2024T1	6,5
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2023T4	6,6
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2023T3	6,6
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2023T2	6,6
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2023T1	6,4
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2022T4	6,4
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2022T3	6,5
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2022T2	6,4
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2022T1	6,8
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2021T4	6,6
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2021T3	6,7
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2021T2	7
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2021T1	7,3
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2020T4	7,4
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2020T3	7,7
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2020T2	7,7
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2020T1	7,6
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2019T4	8,2
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2019T3	8,4
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2019T2	8,5
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2019T1	8,7
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2018T4	8,8
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2018T3	8,8
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2018T2	9
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2018T1	9,1
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2017T4	9
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2017T3	8,7
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2017T2	8,8
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2017T1	8,8
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2016T4	8,9
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2016T3	9,3
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2016T2	9,7
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2016T1	9,7
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2015T4	10
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2015T3	10
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2015T2	9,9
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2015T1	9,8
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2014T4	9,6
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2014T3	9,8
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2014T2	9,8
Ambos sexos	01 Andalucía	Estudios primarios incompletos	2014T1	10,2
Ambos sexos	01 Andalucía	Educación primaria	2025T1	10,4
Ambos sexos	01 Andalucía	Educación primaria	2024T4	10,2
Ambos sexos	01 Andalucía	Educación primaria	2024T3	10,4
Ambos sexos	01 Andalucía	Educación primaria	2024T2	10,8
Ambos sexos	01 Andalucía	Educación primaria	2024T1	10,2
Ambos sexos	01 Andalucía	Educación primaria	2023T4	10
Ambos sexos	01 Andalucía	Educación primaria	2023T3	10,5
Ambos sexos	01 Andalucía	Educación primaria	2023T2	10,9
Ambos sexos	01 Andalucía	Educación primaria	2023T1	10,9
Ambos sexos	01 Andalucía	Educación primaria	2022T4	11
Ambos sexos	01 Andalucía	Educación primaria	2022T3	10,6
Ambos sexos	01 Andalucía	Educación primaria	2022T2	10,9
Ambos sexos	01 Andalucía	Educación primaria	2022T1	10,7
Ambos sexos	01 Andalucía	Educación primaria	2021T4	10,5
Ambos sexos	01 Andalucía	Educación primaria	2021T3	11,1
Ambos sexos	01 Andalucía	Educación primaria	2021T2	11,4
Ambos sexos	01 Andalucía	Educación primaria	2021T1	11,7
Ambos sexos	01 Andalucía	Educación primaria	2020T4	11,8
Ambos sexos	01 Andalucía	Educación primaria	2020T3	11,9
Ambos sexos	01 Andalucía	Educación primaria	2020T2	12,7
Ambos sexos	01 Andalucía	Educación primaria	2020T1	13
Ambos sexos	01 Andalucía	Educación primaria	2019T4	12,7
Ambos sexos	01 Andalucía	Educación primaria	2019T3	12,5
Ambos sexos	01 Andalucía	Educación primaria	2019T2	12,5
Ambos sexos	01 Andalucía	Educación primaria	2019T1	12,4
Ambos sexos	01 Andalucía	Educación primaria	2018T4	12,7
Ambos sexos	01 Andalucía	Educación primaria	2018T3	12,5
Ambos sexos	01 Andalucía	Educación primaria	2018T2	13,1
Ambos sexos	01 Andalucía	Educación primaria	2018T1	13
Ambos sexos	01 Andalucía	Educación primaria	2017T4	13
Ambos sexos	01 Andalucía	Educación primaria	2017T3	13,2
Ambos sexos	01 Andalucía	Educación primaria	2017T2	13,3
Ambos sexos	01 Andalucía	Educación primaria	2017T1	13,3
Ambos sexos	01 Andalucía	Educación primaria	2016T4	13,3
Ambos sexos	01 Andalucía	Educación primaria	2016T3	13
Ambos sexos	01 Andalucía	Educación primaria	2016T2	13,5
Ambos sexos	01 Andalucía	Educación primaria	2016T1	13,2
Ambos sexos	01 Andalucía	Educación primaria	2015T4	13,3
Ambos sexos	01 Andalucía	Educación primaria	2015T3	13,8
Ambos sexos	01 Andalucía	Educación primaria	2015T2	14,3
Ambos sexos	01 Andalucía	Educación primaria	2015T1	14,2
Ambos sexos	01 Andalucía	Educación primaria	2014T4	14,6
Ambos sexos	01 Andalucía	Educación primaria	2014T3	14,7
Ambos sexos	01 Andalucía	Educación primaria	2014T2	14,6
Ambos sexos	01 Andalucía	Educación primaria	2014T1	14,6
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2025T1	31,3
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2024T4	31
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2024T3	31,2
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2024T2	30,7
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2024T1	30,5
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2023T4	30,6
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2023T3	30,1
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2023T2	30,7
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2023T1	30,6
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2022T4	30,7
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2022T3	30,7
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2022T2	31
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2022T1	31,3
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2021T4	31,3
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2021T3	31,2
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2021T2	31,4
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2021T1	31,2
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2020T4	31
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2020T3	31
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2020T2	31,3
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2020T1	31,3
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2019T4	31,2
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2019T3	31,2
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2019T2	31,4
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2019T1	31,2
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2018T4	30,9
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2018T3	30,8
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2018T2	31,1
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2018T1	31,6
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2017T4	31,6
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2017T3	31,7
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2017T2	32,5
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2017T1	32,3
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2016T4	32,1
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2016T3	31,5
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2016T2	31,3
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2016T1	31,4
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2015T4	31
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2015T3	30,9
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2015T2	30,6
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2015T1	31
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2014T4	30,6
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2014T3	31
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2014T2	31,6
Ambos sexos	01 Andalucía	Primera etapa de Educación Secundaria y similar	2014T1	31,3
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2025T1	12,9
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2024T4	13,3
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2024T3	12,9
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2024T2	12,9
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2024T1	13,2
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2023T4	12,8
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2023T3	13,2
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2023T2	12,9
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2023T1	13,3
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2022T4	13,1
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2022T3	12,9
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2022T2	12,6
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2022T1	12,3
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2021T4	12,4
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2021T3	12
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2021T2	11,7
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2021T1	11,7
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2020T4	12,2
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2020T3	12,7
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2020T2	12,2
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2020T1	12
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2019T4	12,4
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2019T3	12,4
Ambos sexos	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2019T2	12,3
